id_solicitud,fecha_solicitud,semana,prioridad,area_solicitante,tipo_etiqueta,canal_informal_flag,version_incorrecta_flag,problema_trazabilidad_flag,reproceso_flag
SOL-202606-00115,2026-06-23,Semana 4,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,1
SOL-202606-00116,2026-06-10,Semana 2,Alta,Unidad de Negocio,Hangtag,1,0,1,0
SOL-202606-00117,2026-06-09,Semana 2,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-00118,2026-06-04,Semana 1,Alta,Unidad de Negocio,Hangtag,0,1,1,0
SOL-202606-00119,2026-06-24,Semana 4,Media,Planeación,Sticker promocional,0,0,0,0
SOL-202606-00120,2026-06-18,Semana 3,Media,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-00121,2026-06-24,Semana 4,Media,Diseño de Tags,Etiqueta de composición,0,0,0,1
SOL-202606-00122,2026-06-17,Semana 3,Baja,Desarrollo de Producto,Etiqueta de talla,0,1,1,0
SOL-202606-00123,2026-06-08,Semana 2,Alta,Planeación,Hangtag,0,0,0,1
SOL-202606-00124,2026-06-29,Semana 5,Baja,Desarrollo de Producto,Etiqueta de composición,0,0,0,1
SOL-202606-00125,2026-06-15,Semana 3,Baja,Mercadeo,Hangtag,1,0,1,0
SOL-202606-00126,2026-06-17,Semana 3,Alta,Desarrollo de Producto,Sticker promocional,0,0,0,0
SOL-202606-00127,2026-06-02,Semana 1,Baja,Planeación,Etiqueta de composición,0,0,0,0
SOL-202606-00128,2026-06-26,Semana 4,Alta,Diseño de Tags,Sticker promocional,0,0,0,0
SOL-202606-00129,2026-06-29,Semana 5,Media,Unidad de Negocio,Etiqueta logística,0,0,0,0
SOL-202606-00130,2026-06-02,Semana 1,Media,Planeación,Etiqueta de composición,1,1,1,0
SOL-202606-00131,2026-06-18,Semana 3,Baja,Desarrollo de Producto,Etiqueta logística,0,0,0,0
SOL-202606-00132,2026-06-19,Semana 3,Alta,Desarrollo de Producto,Sticker promocional,1,0,1,1
SOL-202606-00133,2026-06-22,Semana 4,Media,Desarrollo de Producto,Hangtag,0,0,0,1
SOL-202606-00134,2026-06-17,Semana 3,Alta,Diseño de Tags,Hangtag,1,0,1,1
SOL-202606-00135,2026-06-12,Semana 2,Alta,Planeación,Etiqueta logística,0,0,0,0
SOL-202606-00136,2026-06-12,Semana 2,Media,Planeación,Hangtag,0,0,0,0
SOL-202606-00137,2026-06-25,Semana 4,Media,Calidad,Etiqueta de talla,0,0,0,0
SOL-202606-00138,2026-06-02,Semana 1,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-00139,2026-06-24,Semana 4,Media,Calidad,Etiqueta de cuidado,0,0,0,0
SOL-202606-00140,2026-06-03,Semana 1,Media,Desarrollo de Producto,Hangtag,0,0,0,1
SOL-202606-00141,2026-06-05,Semana 1,Alta,Calidad,Etiqueta logística,0,0,0,0
SOL-202606-00142,2026-06-23,Semana 4,Alta,Unidad de Negocio,Etiqueta de composición,1,0,1,0
SOL-202606-00143,2026-06-02,Semana 1,Media,Planeación,Sticker promocional,0,0,0,0
SOL-202606-00144,2026-06-03,Semana 1,Alta,Planeación,Etiqueta logística,0,0,0,0
SOL-202606-00145,2026-06-08,Semana 2,Alta,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-00146,2026-06-19,Semana 3,Baja,Planeación,Sticker promocional,1,0,1,0
SOL-202606-00147,2026-06-29,Semana 5,Media,Mercadeo,Etiqueta de cuidado,0,1,1,0
SOL-202606-00148,2026-06-11,Semana 2,Media,Desarrollo de Producto,Etiqueta logística,0,0,0,0
SOL-202606-00149,2026-06-10,Semana 2,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-00150,2026-06-23,Semana 4,Media,Calidad,Etiqueta de talla,0,0,0,0
SOL-202606-00151,2026-06-17,Semana 3,Baja,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-00152,2026-06-23,Semana 4,Media,Desarrollo de Producto,Etiqueta de talla,0,0,0,0
SOL-202606-00153,2026-06-11,Semana 2,Media,Planeación,Etiqueta de composición,0,0,0,0
SOL-202606-00154,2026-06-30,Semana 5,Media,Unidad de Negocio,Etiqueta de cuidado,0,0,0,0
SOL-202606-00155,2026-06-21,Semana 3,Media,Unidad de Negocio,Etiqueta de cuidado,0,0,0,0
SOL-202606-00156,2026-06-30,Semana 5,Alta,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-00157,2026-06-29,Semana 5,Alta,Mercadeo,Hangtag,1,0,1,0
SOL-202606-00158,2026-06-18,Semana 3,Baja,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-00159,2026-06-08,Semana 2,Media,Diseño de Tags,Etiqueta de composición,1,0,1,1
SOL-202606-00160,2026-06-01,Semana 1,Media,Unidad de Negocio,Etiqueta logística,0,0,0,0
SOL-202606-00161,2026-06-26,Semana 4,Baja,Diseño de Tags,Sticker promocional,0,0,0,0
SOL-202606-00162,2026-06-09,Semana 2,Media,Unidad de Negocio,Hangtag,1,0,1,1
SOL-202606-00163,2026-06-18,Semana 3,Media,Unidad de Negocio,Hangtag,0,0,0,0
SOL-202606-00164,2026-06-12,Semana 2,Media,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-00165,2026-06-05,Semana 1,Baja,Unidad de Negocio,Sticker promocional,0,0,0,1
SOL-202606-00166,2026-06-04,Semana 1,Media,Planeación,Etiqueta de talla,0,0,0,0
SOL-202606-00167,2026-06-17,Semana 3,Baja,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-00168,2026-06-30,Semana 5,Media,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-00169,2026-06-16,Semana 3,Media,Calidad,Hangtag,0,0,0,0
SOL-202606-00170,2026-06-15,Semana 3,Baja,Calidad,Etiqueta de talla,0,0,0,0
SOL-202606-00171,2026-06-30,Semana 5,Media,Unidad de Negocio,Etiqueta de composición,0,0,0,0
SOL-202606-00172,2026-06-04,Semana 1,Media,Diseño de Tags,Etiqueta logística,0,0,0,1
SOL-202606-00173,2026-06-10,Semana 2,Alta,Unidad de Negocio,Sticker promocional,0,0,0,0
SOL-202606-00174,2026-06-16,Semana 3,Media,Calidad,Etiqueta de talla,0,0,0,0
SOL-202606-00175,2026-06-10,Semana 2,Media,Calidad,Etiqueta logística,0,0,0,0
SOL-202606-00176,2026-06-15,Semana 3,Baja,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-00177,2026-06-05,Semana 1,Baja,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-00178,2026-06-25,Semana 4,Baja,Planeación,Hangtag,0,0,0,0
SOL-202606-00179,2026-06-23,Semana 4,Alta,Desarrollo de Producto,Sticker promocional,0,0,0,0
SOL-202606-00180,2026-06-12,Semana 2,Media,Unidad de Negocio,Sticker promocional,0,1,1,0
SOL-202606-00181,2026-06-16,Semana 3,Alta,Diseño de Tags,Etiqueta de cuidado,0,1,1,1
SOL-202606-00182,2026-06-22,Semana 4,Alta,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-00183,2026-06-04,Semana 1,Media,Planeación,Etiqueta de cuidado,1,1,1,0
SOL-202606-00184,2026-06-08,Semana 2,Media,Desarrollo de Producto,Sticker promocional,1,0,1,0
SOL-202606-00185,2026-06-22,Semana 4,Media,Calidad,Hangtag,0,0,0,0
SOL-202606-00186,2026-06-16,Semana 3,Baja,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-00187,2026-06-18,Semana 3,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-00188,2026-06-15,Semana 3,Alta,Diseño de Tags,Etiqueta de composición,1,0,1,0
SOL-202606-00189,2026-06-26,Semana 4,Alta,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-00190,2026-06-04,Semana 1,Baja,Calidad,Etiqueta logística,1,1,1,0
SOL-202606-00191,2026-06-05,Semana 1,Alta,Planeación,Etiqueta de talla,0,0,0,0
SOL-202606-00192,2026-06-04,Semana 1,Baja,Diseño de Tags,Hangtag,1,1,1,0
SOL-202606-00193,2026-06-29,Semana 5,Media,Mercadeo,Etiqueta de composición,0,0,0,0
SOL-202606-00194,2026-06-15,Semana 3,Media,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-00195,2026-06-15,Semana 3,Alta,Calidad,Sticker promocional,1,0,1,0
SOL-202606-00196,2026-06-19,Semana 3,Baja,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-00197,2026-06-19,Semana 3,Baja,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-00198,2026-06-12,Semana 2,Media,Calidad,Etiqueta de composición,1,0,1,0
SOL-202606-00199,2026-06-03,Semana 1,Media,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-00200,2026-06-23,Semana 4,Baja,Unidad de Negocio,Sticker promocional,1,0,1,0
SOL-202606-00201,2026-06-05,Semana 1,Baja,Unidad de Negocio,Etiqueta de talla,1,1,1,1
SOL-202606-00202,2026-06-01,Semana 1,Media,Mercadeo,Etiqueta de cuidado,0,0,0,0
SOL-202606-00203,2026-06-09,Semana 2,Media,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-00204,2026-06-24,Semana 4,Baja,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-00205,2026-06-03,Semana 1,Alta,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-00206,2026-06-12,Semana 2,Media,Desarrollo de Producto,Etiqueta de talla,1,0,1,1
SOL-202606-00207,2026-06-10,Semana 2,Baja,Desarrollo de Producto,Hangtag,0,0,0,0
SOL-202606-00208,2026-06-05,Semana 1,Media,Diseño de Tags,Etiqueta de cuidado,0,1,1,0
SOL-202606-00209,2026-06-24,Semana 4,Alta,Mercadeo,Etiqueta de cuidado,0,0,0,0
SOL-202606-00210,2026-06-29,Semana 5,Baja,Planeación,Etiqueta de cuidado,0,0,0,1
SOL-202606-00211,2026-06-17,Semana 3,Baja,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-00212,2026-06-30,Semana 5,Baja,Mercadeo,Etiqueta de cuidado,0,0,0,0
SOL-202606-00213,2026-06-09,Semana 2,Media,Desarrollo de Producto,Sticker promocional,0,0,0,0
SOL-202606-00214,2026-06-17,Semana 3,Baja,Diseño de Tags,Hangtag,0,1,1,0
SOL-202606-00215,2026-06-08,Semana 2,Media,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-00216,2026-06-26,Semana 4,Alta,Desarrollo de Producto,Etiqueta logística,1,0,1,1
SOL-202606-00217,2026-06-15,Semana 3,Baja,Unidad de Negocio,Hangtag,1,1,1,0
SOL-202606-00218,2026-06-08,Semana 2,Media,Calidad,Etiqueta logística,0,0,0,0
SOL-202606-00219,2026-06-17,Semana 3,Media,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-00220,2026-06-18,Semana 3,Alta,Desarrollo de Producto,Etiqueta de composición,0,1,1,0
SOL-202606-00221,2026-06-09,Semana 2,Media,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-00222,2026-06-04,Semana 1,Baja,Desarrollo de Producto,Etiqueta de composición,0,1,1,0
SOL-202606-00223,2026-06-05,Semana 1,Baja,Calidad,Etiqueta logística,0,0,0,0
SOL-202606-00224,2026-06-12,Semana 2,Media,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-00225,2026-06-04,Semana 1,Alta,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-00226,2026-06-29,Semana 5,Baja,Diseño de Tags,Etiqueta de cuidado,0,0,0,1
SOL-202606-00227,2026-06-26,Semana 4,Alta,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-00228,2026-06-15,Semana 3,Baja,Diseño de Tags,Etiqueta logística,1,0,1,0
SOL-202606-00229,2026-06-15,Semana 3,Media,Mercadeo,Etiqueta de cuidado,1,0,1,0
SOL-202606-00230,2026-06-03,Semana 1,Alta,Calidad,Etiqueta de cuidado,0,1,1,0
SOL-202606-00231,2026-06-26,Semana 4,Media,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-00232,2026-06-10,Semana 2,Alta,Unidad de Negocio,Etiqueta logística,1,0,1,0
SOL-202606-00233,2026-06-26,Semana 4,Alta,Desarrollo de Producto,Etiqueta de cuidado,1,0,1,0
SOL-202606-00234,2026-06-29,Semana 5,Baja,Desarrollo de Producto,Etiqueta de talla,0,0,0,0
SOL-202606-00235,2026-06-29,Semana 5,Media,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-00236,2026-06-16,Semana 3,Baja,Desarrollo de Producto,Sticker promocional,0,0,0,0
SOL-202606-00237,2026-06-29,Semana 5,Baja,Calidad,Etiqueta de cuidado,0,0,0,0
SOL-202606-00238,2026-06-17,Semana 3,Baja,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-00239,2026-06-12,Semana 2,Baja,Diseño de Tags,Sticker promocional,0,0,0,0
SOL-202606-00240,2026-06-19,Semana 3,Media,Unidad de Negocio,Sticker promocional,0,0,0,0
SOL-202606-00241,2026-06-18,Semana 3,Media,Unidad de Negocio,Etiqueta logística,1,0,1,0
SOL-202606-00242,2026-06-29,Semana 5,Alta,Diseño de Tags,Etiqueta de talla,0,0,0,1
SOL-202606-00243,2026-06-04,Semana 1,Alta,Desarrollo de Producto,Etiqueta de cuidado,1,0,1,0
SOL-202606-00244,2026-06-17,Semana 3,Baja,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-00245,2026-06-11,Semana 2,Baja,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-00246,2026-06-12,Semana 2,Alta,Desarrollo de Producto,Etiqueta de composición,0,0,0,1
SOL-202606-00247,2026-06-25,Semana 4,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-00248,2026-06-04,Semana 1,Media,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-00249,2026-06-25,Semana 4,Alta,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-00250,2026-06-26,Semana 4,Alta,Calidad,Hangtag,1,0,1,0
SOL-202606-00251,2026-06-17,Semana 3,Media,Desarrollo de Producto,Sticker promocional,0,0,0,0
SOL-202606-00252,2026-06-30,Semana 5,Alta,Diseño de Tags,Etiqueta de cuidado,1,1,1,0
SOL-202606-00253,2026-06-01,Semana 1,Baja,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,1
SOL-202606-00254,2026-06-05,Semana 1,Media,Calidad,Etiqueta de talla,0,0,0,0
SOL-202606-00255,2026-06-23,Semana 4,Baja,Diseño de Tags,Sticker promocional,0,0,0,1
SOL-202606-00256,2026-06-01,Semana 1,Baja,Mercadeo,Etiqueta logística,0,0,0,0
SOL-202606-00257,2026-06-24,Semana 4,Alta,Unidad de Negocio,Etiqueta logística,0,0,0,1
SOL-202606-00258,2026-06-25,Semana 4,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-00259,2026-06-04,Semana 1,Alta,Desarrollo de Producto,Etiqueta de talla,0,0,0,0
SOL-202606-00260,2026-06-04,Semana 1,Baja,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-00261,2026-06-10,Semana 2,Media,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-00262,2026-06-08,Semana 2,Alta,Unidad de Negocio,Etiqueta de composición,0,0,0,0
SOL-202606-00263,2026-06-19,Semana 3,Baja,Calidad,Hangtag,1,0,1,1
SOL-202606-00264,2026-06-02,Semana 1,Baja,Calidad,Etiqueta de cuidado,0,0,0,0
